,p set [kPa],p actual [kPa],p std [kPa],zero [g],zero std [g],mp1 [g],mp1 std [g],mp2 [g],mp2 std [g],M_0 (extrap) [g],M_0 (prev) [g],M_0 (prev) std [g],M_infty (extrap) [g],M_infty (final) [g],M_infty (final) std [g],if tension [mN/m],if tension std [mN/m],drop volume [uL],drop volume std [uL],sample volume [mL],sample volume std [mL],drop volume (fit) [uL],drop volume (fit) std [uL],sample volume (fit) [mL],sample volume (fit) std [mL],dissolved gas balance reading [g],buoyancy correction [g],actual weight of dissolved gas [g],actual weight of dissolved gas std [g],solubility [w/w],solubility error [w/w],specific volume [mL/g],specific volume (fit) [mL/g],specific volume error [mL/g],specific volume error (stat) [mL/g],specific volume error (sys) [mL/g],diffusivity (sqrt) [cm^2/s],diffusivity (sqrt) std [cm^2/s],diffusivity (exp) [cm^2/s],diffusivity (exp) std [cm^2/s],diffusion time constant [s]
10,5000,4898.8535999999995,0.26380871858221644,-0.11419000000000001,1e-05,7.6351759999999995,1e-05,26.83437,1.000000000139778e-05,0.004309005497280269,0.12916837244111123,5.221902014993743e-05,0.152447391382927,0.15235224207826537,7.055569787674834e-05,12.206,0.050833060108555594,4.367400000000001,0.01959183503401375,0.8269399178590356,0.01005827618003282,4.358248172797537,0.01959183503401375,0.8252070765266489,0.010040068705473137,-0.217472222222222,0.3698244643004874,0.15235224207826537,7.055569787674834e-05,0.1820888351747205,0.0026584592193978408,0.9883446698807209,0.9862736070893061,0.012292624665606747,0.00448429294612168,0.011445511694233978,1.509724849362978e-05,1.7031105640424385e-06,1.2589778980116549e-05,1.418269981739207e-06,3252.555669783557
11,5500,5289.9400000000005,0.27637800201894636,-0.12913999999999998,1e-05,7.5899350000000005,2.0615528128169505e-05,26.7207,2.999999999886427e-05,0.011175773916966747,0.15235224207826537,7.055569787674834e-05,0.17282238196455407,0.17270538580085307,4.0974761519650105e-05,10.939999999999998,0.006324555320336624,4.4608,0.01423235749972562,0.8446246246246247,0.009922115486239447,4.458670272738717,0.01423235749972562,0.8442213740667394,0.009917727863176816,-0.24779065789473662,0.4204960436955897,0.17270538580085307,4.0974761519650105e-05,0.2015126272230252,0.002941152368786609,0.9855079292178559,0.9850374165064438,0.011914565751666316,0.0031902947248351778,0.011479498970750804,1.1518039438805712e-05,1.2977221945385329e-06,1.2448494914280973e-05,1.4009377119552688e-06,3431.6703540541344
12,4650,4566.438,0.3798452316404125,-0.10265999999999999,1e-05,7.6697475,1.0897247358948544e-05,26.92094,6.999999999912632e-05,-0.006987440004972652,0.17270538580085307,4.0974761519650105e-05,0.1369935565531554,0.13663961569517374,4.413740415508165e-05,13.319999999999999,0.006324555320336624,4.2700000000000005,0.010039920318409076,0.8084978360713656,0.00933629691682138,4.277069364227529,0.010039920318409076,0.8098363760433462,0.009351113666907447,-0.19433916666666595,0.3309787823618397,0.13663961569517374,4.413740415508165e-05,0.16643492777427263,0.0023351479613184126,0.9847969658549496,0.9864273846937772,0.011593926684391917,0.002336954500134781,0.011355957891228495,2.6814039436262064e-05,3.0123576685916588e-06,2.579988677988302e-05,2.8987955308872913e-06,1517.1721252439138
13,3900,3837.4145,0.5032951917114754,-0.08063,1e-05,7.73449,1.2247448713814828e-05,27.08622,1e-05,-0.0037497407085324112,0.13663961569517374,4.413740415508165e-05,0.10642513616743066,0.10608001228854469,6.070489182352893e-05,15.459999999999999,0.04774934554525361,4.1126000000000005,0.008777243302996725,0.778695128952482,0.008959260180766515,4.112477925185567,0.008777243302996725,0.7786720148486629,0.0089590033927988,-0.15166833333333263,0.2577483456218773,0.10608001228854469,6.070489182352893e-05,0.13420721255247184,0.0018482935988684828,0.9851667663898415,0.9851375235628724,0.011476842707479808,0.0021148476542678877,0.011280307528231226,1.893506808546472e-05,2.1279954587732124e-06,1.8176758696992415e-05,2.0421418219532596e-06,1997.6224285640744
14,3150,3103.4211,0.04903355993580576,-0.061529999999999994,1e-05,7.789904999999999,1.1180339887472892e-05,27.22907,1e-05,-0.003375747127534101,0.10608001228854469,6.070489182352893e-05,0.07989658964761907,0.0798747679760124,3.185105842441297e-05,17.631999999999998,0.04166533331200013,3.9714,0.011774548823628009,0.751959790673026,0.008788970341270025,3.965418991882517,0.011774548823628009,0.7508273241342648,0.008776586269835783,-0.11531888888888814,0.19519365686490053,0.0798747679760124,3.185105842441297e-05,0.104518799709479,0.0014333092434371398,0.9839644826829258,0.9824826124209926,0.011585688194138027,0.0029267737366646886,0.011209913756410398,1.2132767037729414e-05,1.3646645746742504e-06,1.1423632691096436e-05,1.284673208191323e-06,2964.011861483777
15,2400,2365.2733,0.08888087533319923,-0.044555,1e-05,7.8388575000000005,1e-05,27.3558,1e-05,-0.0021410884490506285,0.0798747679760124,3.185105842441297e-05,0.05691482307730609,0.05711511254995001,3.7881344146271416e-05,19.598000000000003,0.0893084542470647,3.8536,0.008357032966310476,0.7296550962727434,0.008399723057629312,3.836404849140308,0.008357032966310476,0.7263993018322326,0.008363575611587614,-0.08335934210526273,0.14047445465521274,0.05711511254995001,3.7881344146271416e-05,0.07703115502685189,0.0010427556724530707,0.9840858632286354,0.9796947731110555,0.011374784493176679,0.002137803398077302,0.011172086595501387,9.254443535256858e-06,1.039843947829524e-06,8.65757056152135e-06,9.73304085681663e-07,3682.426877109947
16,1650,1622.2649999999999,2.2737367544323206e-13,-0.02924,1e-05,7.883007999999999,1e-05,27.470390000000002,1e-05,-0.0026057056960380825,0.05711511254995001,3.7881344146271416e-05,0.036664668719938176,0.03697460963737815,2.9369828059158327e-05,21.442,0.015999999999999927,3.7416000000000005,0.006086049621881154,0.7084485956544782,0.008092048822272819,3.7256589866664713,0.006086049621881154,0.7054302643231097,0.008058273426720147,-0.054508716216215856,0.091483325853594,0.03697460963737815,2.9369828059158327e-05,0.05126006029205032,0.0006883839420026848,0.9821636545516216,0.9779791655862283,0.0112387922165337,0.001598836115995986,0.011124485316660961,7.905591126226411e-06,8.881340296030741e-07,7.331198477570242e-06,8.244953946500205e-07,4099.554283548868
17,900,877.9970999999999,0.04903355993601415,-0.015130000000000001,1e-05,7.9233275,1e-05,27.575200000000002,1e-05,-0.0030803730234190497,0.03697460963737815,2.9369828059158327e-05,0.01857166968877039,0.01894489886732159,3.243102812380923e-05,23.114,0.12690153663372228,3.6402,0.01309045453756274,0.689249138844727,0.008177205173650337,3.6339547209250007,0.01309045453756274,0.6880666342503949,0.00816446596606332,-0.028298815789473054,0.047243714656794646,0.01894489886732159,3.243102812380923e-05,0.026937745710280955,0.0003674360260940169,0.9800431326268855,0.9783617297180369,0.011632752880150523,0.003525044228393582,0.011085801854557901,6.855578431083165e-06,7.714651326279744e-07,6.336198686097562e-06,7.143888040166442e-07,4489.713293706168
18,700,680.0009000000001,0.04903355993601415,-0.011559999999999999,1e-05,7.933425000000001,1e-05,27.60159,1e-05,-0.0005758535381351276,0.01894489886732159,3.243102812380923e-05,0.013868861876483483,0.014374835719549624,2.9604978961898355e-05,23.633999999999997,0.03826225293941832,3.6068,0.009019977827023889,0.6829250574103516,0.007907647619749991,3.612799761171049,0.009019977827023889,0.6840610747227024,0.007920188558167823,-0.021765320512819777,0.0361401562323694,0.014374835719549624,2.9604978961898355e-05,0.020573262953020865,0.0002800269756971891,0.9774022505316139,0.9790281183566208,0.011320749096560292,0.002444667290439579,0.011053640212451529,6.961356901270933e-06,7.93451377928577e-07,5.784265085824268e-06,7.699870958968549e-07,4828.284351443605
19,480,481.7703,0.03209999999999127,-0.00809,1e-05,7.943284,1e-05,27.62743,1e-05,-0.000734590747592876,0.014374835719549624,2.9604978961898355e-05,0.00936822531653857,0.00993524773009836,2.0391453889367448e-05,24.024,0.1259523719506711,3.5956,0.008979977728257415,0.6808044073485251,0.007882602388604106,3.592984208137606,0.008979977728257415,0.6803091234936403,0.007877134721347151,-0.015399256756756014,0.025334504486854374,0.00993524773009836,2.0391453889367448e-05,0.014310251666273793,0.0001984099546635548,0.9805978340279716,0.9798844510502958,0.011355404422511092,0.0024492514716712033,0.011088118723539216,6.710474703816847e-06,7.617942675823225e-07,5.306488639949234e-06,8.398456604518102e-07,5230.369968353112
20,280,283.25079999999997,0.0524190804955736,-0.004685,1e-05,7.952889999999999,1e-05,27.65271,1e-05,-0.0013884599461405729,0.00993524773009836,2.0391453889367448e-05,0.004997632186900353,0.005536805032592627,3.0112274569821376e-05,24.369999999999997,0.07668115805072329,3.5768,0.006584831053261858,0.6772447447447447,0.0077576401484386005,3.574508020510067,0.006584831053261858,0.6768107727405456,0.00775279757011133,-0.009197785714285115,0.014734590746877742,0.005536805032592627,3.0112274569821376e-05,0.008025792778950984,0.00011792573455199159,0.9816899728198879,0.9810609152032541,0.01124558490316611,0.0018074253572935418,0.011099387072813069,6.775105294833748e-06,7.690410216089265e-07,5.101768957703289e-06,8.716399564369472e-07,5383.508854704684
21,230,233.8055,0.05349999999999966,-0.0039,1e-05,7.95512,1e-05,27.65881,1e-05,-0.0002678815041341329,0.005536805032592627,3.0112274569821376e-05,0.004406211791476961,0.004377515583629266,2.8217493553931192e-05,24.511999999999997,0.054184868736576165,3.5753999999999997,0.00958331884056872,0.6769796634870163,0.007865949071773803,3.5701191416441715,0.00958331884056872,0.6759797659335535,0.007854949762087598,-0.007754999999999661,0.012132515583628926,0.004377515583629266,2.8217493553931192e-05,0.006356043016948848,9.915429599538983e-05,0.982957520200446,0.9815056939896795,0.011421594767510234,0.0026347826914427976,0.011113538914409334,1.0047894984426578e-05,1.3385957522302325e-06,1.4541461072155912e-05,2.641394469109275e-06,1887.2877958335553
22,180,183.4303,0.03209999999999127,-0.00303,1e-05,7.9575225,1e-05,27.66511,1e-05,-0.0003283659518890006,0.004377515583629266,2.8217493553931192e-05,0.002940067264139556,0.0032621518740308586,2.1336368680248135e-05,24.686,0.08014985963805536,3.561,0.012066482503198623,0.6742531134075253,0.007957988986392698,3.565735076148498,0.012066482503198623,0.675149670508156,0.007967699090230282,-0.006224166666666327,0.009486318540697185,0.0032621518740308586,2.1336368680248135e-05,0.004744246051120498,8.004893490198061e-05,0.9805866784450924,0.9818905685300797,0.01157382761908203,0.003322815064630247,0.011086585849687554,1.2042926745808379e-05,1.56592375685524e-06,7.5042738412595315e-06,2.575375688515685e-06,3627.706796234896
23,130,129.8668,0.0078076885183724545,-0.002175,1e-05,7.9600175,1e-05,27.67173,1e-05,-5.13384019597595e-05,0.0032621518740308586,2.1336368680248135e-05,0.0016551995967635103,0.0021373672146021696,3.898495100496255e-05,24.540000000000003,0.05138093031466094,3.5692,0.004308131845707772,0.675805732202791,0.007683944269639087,3.5611702525648243,0.004308131845707772,0.674285349667536,0.007666852479866068,-0.004564928571427756,0.006702295786029926,0.0021373672146021696,3.898495100496255e-05,0.003113530870146431,5.964531360610847e-05,0.9844550786875188,0.9822403174964572,0.011193474836507343,0.0011884447352751536,0.011130205659677626,8.600341672332573e-06,1.1842074426351177e-06,5.536211483553933e-06,2.9500574196224334e-06,4939.98922595988
24,80,79.93560000000002,0.004176122603563335,-0.0013,1e-05,7.9623575,1e-05,27.67792,1e-05,-0.00015263863703226068,0.0021373672146021696,3.898495100496255e-05,0.0008789676097199697,0.001011439719474318,2.9768051076145284e-05,24.717999999999996,0.07884161337770801,3.5555999999999996,0.004029888335921978,0.6732306571277159,0.007649561505779588,3.557004753714371,0.004029888335921978,0.6734966384715759,0.007652553645682548,-0.0030998684210524936,0.004111308140526812,0.001011439719474318,2.9768051076145284e-05,0.0014757980475883594,4.325974779421263e-05,0.9823150804104239,0.9827031754598922,0.01116162253935366,0.0011135341525000566,0.011105938024418453,1.1278033842640263e-05,1.630328493547069e-06,9.794720292855932e-06,2.3003312181362916e-06,2770.962584106297
