,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,,White,Edge
176401.1667,176400.0334,590,3.628,3.628,9.2774,2.042,2.0295,255,194,0,255,105
176701.1667,176700.0334,591,3.628,3.628,9.278,2.0417,2.0295,255,194,0,255,105
177001.1667,177000.0334,592,3.63,3.63,9.2806,2.0423,2.0295,255,197,0,255,105
177301.1667,177300.0334,593,3.632,3.632,9.2861,2.0421,2.0295,255,204,0,255,105
177601.1667,177600.0334,594,3.644,3.644,9.308,2.0415,2.0295,255,219,0,255,105
177901.1667,177900.0334,595,3.635,3.635,9.2908,2.0415,2.0295,255,200,0,255,105
178201.1667,178200.0334,596,3.626,3.626,9.2737,2.042,2.0295,255,193,0,255,105
178501.1667,178500.0334,597,3.631,3.631,9.2821,2.0419,2.0295,255,201,0,255,105
178801.1667,178800.0334,598,3.627,3.627,9.2744,2.0419,2.0295,255,190,0,255,105
179101.1667,179100.0334,599,3.625,3.625,9.2711,2.0412,2.0295,255,198,0,255,105
179401.1667,179400.0334,600,3.64,3.64,9.3017,2.0421,2.0295,255,192,0,255,105
179701.1667,179700.0334,601,3.638,3.638,9.2968,2.0414,2.0295,255,212,0,255,105
180001.1667,180000.0334,602,3.634,3.634,9.2884,2.0419,2.0295,255,196,0,255,105
180301.1667,180300.0334,603,3.636,3.636,9.2931,2.0416,2.0295,255,203,0,255,105
180601.1667,180600.0334,604,3.633,3.633,9.2868,2.0416,2.0295,255,203,0,255,105
180901.1667,180900.0334,605,3.635,3.635,9.2914,2.0422,2.0295,255,208,0,255,105
181201.1667,181200.0334,606,3.64,3.64,9.3,2.0419,2.0295,255,215,0,255,105
181501.1667,181500.0334,607,3.614,3.614,9.2508,2.0418,2.0295,255,193,0,255,105
181801.1667,181800.0334,608,3.64,3.64,9.2999,2.0419,2.0295,255,205,0,255,105
182101.1667,182100.0334,609,3.632,3.632,9.2836,2.042,2.0295,255,199,0,255,105
182401.1667,182400.0334,610,3.641,3.641,9.3025,2.0413,2.0295,255,204,0,255,105
182701.1667,182700.0334,611,3.641,3.641,9.3027,2.0422,2.0295,255,193,0,255,105
183001.1667,183000.0334,612,3.632,3.632,9.2862,2.0414,2.0295,255,206,0,255,105
183301.1667,183300.0334,613,3.641,3.641,9.3031,2.0415,2.0295,255,214,0,255,105
183601.1667,183600.0334,614,3.639,3.639,9.3001,2.0419,2.0295,255,213,0,255,105
183901.1667,183900.0334,615,3.632,3.632,9.2858,2.0418,2.0295,255,203,0,255,105
184201.1667,184200.0334,616,3.637,3.637,9.2947,2.0417,2.0295,255,199,0,255,105
184501.1667,184500.0334,617,3.634,3.634,9.2882,2.0419,2.0295,255,203,0,255,105
184801.1667,184800.0334,618,3.634,3.634,9.2891,2.0413,2.0295,255,197,0,255,105
185101.1667,185100.0334,619,3.637,3.637,9.2954,2.042,2.0295,255,189,0,255,105
185401.1667,185400.0334,620,3.639,3.639,9.2987,2.0418,2.0295,255,191,0,255,105
185701.1667,185700.0334,621,3.629,3.629,9.2787,2.0416,2.0295,255,192,0,255,105
186001.1667,186000.0334,622,3.638,3.638,9.2978,2.0416,2.0295,255,190,0,255,105
186301.1667,186300.0334,623,3.634,3.634,9.2882,2.042,2.0295,255,203,0,255,105
186601.1667,186600.0334,624,3.631,3.631,9.2824,2.0425,2.0295,255,212,0,255,105
186901.1667,186900.0334,625,3.638,3.638,9.2974,2.0421,2.0295,255,192,0,255,105
187201.1667,187200.0334,626,3.641,3.641,9.3023,2.0418,2.0295,255,213,0,255,105
187501.1667,187500.0334,627,3.63,3.63,9.2803,2.0415,2.0295,255,199,0,255,105
187801.1667,187800.0334,628,3.637,3.637,9.294,2.0417,2.0295,255,193,0,255,105
188101.1667,188100.0334,629,3.639,3.639,9.2981,2.0423,2.0295,255,192,0,255,105
188401.1667,188400.0334,630,3.638,3.638,9.2968,2.0423,2.0295,255,192,0,255,105
188701.1667,188700.0334,631,3.634,3.634,9.2899,2.0419,2.0295,255,200,0,255,105
189001.1667,189000.0334,632,3.634,3.634,9.2899,2.0422,2.0295,255,205,0,255,105
189301.1667,189300.0334,633,3.635,3.635,9.2923,2.0422,2.0295,255,211,0,255,105
189601.1667,189600.0334,634,3.636,3.636,9.294,2.0416,2.0295,255,211,0,255,105
189901.1667,189900.0334,635,3.633,3.633,9.2874,2.0416,2.0295,255,200,0,255,105
190201.1667,190200.0334,636,3.631,3.631,9.283,2.0418,2.0295,255,198,0,255,105
190501.1667,190500.0334,637,3.632,3.632,9.2854,2.0411,2.0295,255,204,0,255,105
190801.1667,190800.0334,638,3.639,3.639,9.2983,2.0416,2.0295,255,212,0,255,105
191101.1667,191100.0334,639,3.637,3.637,9.2961,2.0417,2.0295,255,195,0,255,105
191401.1667,191400.0334,640,3.642,3.642,9.3049,2.0422,2.0295,255,194,0,255,105
191701.1667,191700.0334,641,3.637,3.637,9.2956,2.0422,2.0295,255,192,0,255,105
192001.1667,192000.0334,642,3.64,3.64,9.301,2.0421,2.0295,255,194,0,255,105
192301.1667,192300.0334,643,3.635,3.635,9.2907,2.042,2.0295,255,195,0,255,105
192601.1667,192600.0334,644,3.634,3.634,9.289,2.0419,2.0295,255,200,0,255,105
192901.1667,192900.0334,645,3.638,3.638,9.2973,2.0419,2.0295,255,211,0,255,105
193201.1667,193200.0334,646,3.636,3.636,9.2919,2.042,2.0295,255,192,0,255,105
193501.1667,193500.0334,647,3.63,3.63,9.2812,2.0419,2.0295,255,197,0,255,105
193801.1667,193800.0334,648,3.639,3.639,9.2987,2.0418,2.0295,255,213,0,255,105
194101.1667,194100.0334,649,3.636,3.636,9.2931,2.0421,2.0295,255,193,0,255,105
194401.1667,194400.0334,650,3.635,3.635,9.2906,2.042,2.0295,255,195,0,255,105
194701.1667,194700.0334,651,3.639,3.639,9.2979,2.0419,2.0295,255,213,0,255,105
195001.1667,195000.0334,652,3.633,3.633,9.2864,2.0419,2.0295,255,201,0,255,105
195301.1667,195300.0334,653,3.637,3.637,9.2954,2.0416,2.0295,255,202,0,255,105
195601.1667,195600.0334,654,3.636,3.636,9.292,2.0424,2.0295,255,207,0,255,105
195901.1667,195900.0334,655,3.637,3.637,9.2946,2.0419,2.0295,255,190,0,255,105
196201.1667,196200.0334,656,3.627,3.627,9.2756,2.0415,2.0295,255,196,0,255,105
196501.1667,196500.0334,657,3.637,3.637,9.2946,2.042,2.0295,255,191,0,255,105
196801.1667,196800.0334,658,3.644,3.644,9.3092,2.0419,2.0295,255,192,0,255,105
197101.1667,197100.0334,659,3.628,3.628,9.2764,2.042,2.0295,255,194,0,255,105
197401.1667,197400.0334,660,3.632,3.632,9.2852,2.0415,2.0295,255,210,0,255,105
197701.1667,197700.0334,661,3.64,3.64,9.302,2.0415,2.0295,255,215,0,255,105
198001.1667,198000.0334,662,3.64,3.64,9.2994,2.0417,2.0295,255,192,0,255,105
198301.1667,198300.0334,663,3.632,3.632,9.2851,2.0419,2.0295,255,200,0,255,105
198601.1667,198600.0334,664,3.631,3.631,9.2826,2.0416,2.0295,255,195,0,255,105
198901.1667,198900.0334,665,3.639,3.639,9.2988,2.0425,2.0295,255,190,0,255,105
199201.1667,199200.0334,666,3.64,3.64,9.3005,2.0422,2.0295,255,191,0,255,105
199501.1667,199500.0334,667,3.638,3.638,9.2965,2.0419,2.0295,255,191,0,255,105
199801.1667,199800.0334,668,3.643,3.643,9.3081,2.0412,2.0295,255,216,0,255,105
200101.1667,200100.0334,669,3.641,3.641,9.3025,2.0416,2.0295,255,219,0,255,105
200401.1667,200400.0334,670,3.638,3.638,9.2965,2.0424,2.0295,255,194,0,255,105
200701.1667,200700.0334,671,3.636,3.636,9.2935,2.0429,2.0295,255,209,0,255,105
201001.1667,201000.0334,672,3.645,3.645,9.3114,2.0416,2.0295,255,192,0,255,105
201301.1667,201300.0334,673,3.645,3.645,9.3104,2.0415,2.0295,255,190,0,255,105
201601.1667,201600.0334,674,3.636,3.636,9.2928,2.042,2.0295,255,209,0,255,105
201901.1667,201900.0334,675,3.64,3.64,9.3011,2.0412,2.0295,255,208,0,255,105
202201.1667,202200.0334,676,3.638,3.638,9.2972,2.0416,2.0295,255,207,0,255,105
202501.1667,202500.0334,677,3.636,3.636,9.2928,2.0424,2.0295,255,193,0,255,105
202801.1667,202800.0334,678,3.629,3.629,9.2798,2.0417,2.0295,255,195,0,255,105
203101.1667,203100.0334,679,3.639,3.639,9.2986,2.0421,2.0295,255,188,0,255,105
203401.1667,203400.0334,680,3.637,3.637,9.2955,2.0418,2.0295,255,209,0,255,105
203701.1667,203700.0334,681,3.638,3.638,9.296,2.0419,2.0295,255,210,0,255,105
204001.1667,204000.0334,682,3.637,3.637,9.2946,2.042,2.0295,255,194,0,255,105
204301.1667,204300.0334,683,3.643,3.643,9.3074,2.0415,2.0295,255,201,0,255,105
204601.1667,204600.0334,684,3.641,3.641,9.303,2.0421,2.0295,255,216,0,255,105
204901.1667,204900.0334,685,3.642,3.642,9.3041,2.0421,2.0295,255,217,0,255,105
205201.1667,205200.0334,686,3.648,3.648,9.3162,2.0415,2.0295,255,190,0,255,105
205501.1667,205500.0334,687,3.645,3.645,9.3107,2.0419,2.0295,255,200,0,255,105
205801.1667,205800.0334,688,3.641,3.641,9.3034,2.0419,2.0295,255,202,0,255,105
206101.1667,206100.0334,689,3.639,3.639,9.2982,2.0419,2.0295,255,198,0,255,105
206401.1667,206400.0334,690,3.643,3.643,9.3065,2.042,2.0295,255,190,0,255,105
206701.1667,206700.0334,691,3.64,3.64,9.301,2.0422,2.0295,255,193,0,255,105
207001.1667,207000.0334,692,3.635,3.635,9.2906,2.0417,2.0295,255,206,0,255,105
207301.1667,207300.0334,693,3.639,3.639,9.299,2.0414,2.0295,255,211,0,255,105
207601.1667,207600.0334,694,3.642,3.642,9.3041,2.042,2.0295,255,219,0,255,105
207901.1667,207900.0334,695,3.641,3.641,9.3029,2.0419,2.0295,255,214,0,255,105
208201.1667,208200.0334,696,3.638,3.638,9.2967,2.0418,2.0295,255,198,0,255,105
208501.1667,208500.0334,697,3.647,3.647,9.315,2.042,2.0295,255,219,0,255,105
208801.1667,208800.0334,698,3.641,3.641,9.3012,2.0421,2.0295,255,193,0,255,105
209101.1667,209100.0334,699,3.631,3.631,9.2834,2.0421,2.0295,255,201,0,255,105
209401.1667,209400.0334,700,3.642,3.642,9.3059,2.0417,2.0295,255,189,0,255,105
209701.1667,209700.0334,701,3.647,3.647,9.3139,2.0419,2.0295,255,217,0,255,105
210001.1667,210000.0334,702,3.64,3.64,9.301,2.0417,2.0295,255,194,0,255,105
210301.1667,210300.0334,703,3.634,3.634,9.2887,2.0418,2.0295,255,204,0,255,105
210601.1667,210600.0334,704,3.644,3.644,9.3092,2.0416,2.0295,255,200,0,255,105
210901.1667,210900.0334,705,3.64,3.64,9.3011,2.042,2.0295,255,200,0,255,105
211201.1667,211200.0334,706,3.637,3.637,9.2948,2.0417,2.0295,255,204,0,255,105
211501.1667,211500.0334,707,3.643,3.643,9.3063,2.0421,2.0295,255,190,0,255,105
211801.1667,211800.0334,708,3.636,3.636,9.293,2.0411,2.0295,255,207,0,255,105
212101.1667,212100.0334,709,3.64,3.64,9.2999,2.0417,2.0295,255,203,0,255,105
212401.1667,212400.0334,710,3.643,3.643,9.3062,2.0421,2.0295,255,217,0,255,105
212701.1667,212700.0334,711,3.643,3.643,9.3071,2.0421,2.0295,255,194,0,255,105
213001.1667,213000.0334,712,3.641,3.641,9.3022,2.0417,2.0295,255,192,0,255,105
213301.1667,213300.0334,713,3.641,3.641,9.3029,2.0419,2.0295,255,213,0,255,105
213601.1667,213600.0334,714,3.628,3.628,9.277,2.042,2.0295,255,211,0,255,105
213901.1667,213900.0334,715,3.641,3.641,9.3032,2.0418,2.0295,255,189,0,255,105
214201.1667,214200.0334,716,3.641,3.641,9.303,2.0421,2.0295,255,191,,255,105
214501.1667,214500.0334,717,3.639,3.639,9.2994,2.0422,2.0295,255,213,,255,105
214801.1667,214800.0334,718,3.64,3.64,9.3014,2.0418,2.0295,255,215,,255,105
215101.1667,215100.0334,719,3.646,3.646,9.3131,2.0418,2.0295,255,223,,255,105
215401.1667,215400.0334,720,3.646,3.646,9.3125,2.0419,2.0295,255,197,,255,105
215701.1667,215700.0334,721,3.644,3.644,9.31,2.0419,2.0295,255,216,,255,105
