Run,Graph,Index,Y_Axis          Y2_Axis,Data            Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,IFT,PndVol,PndArea,TipWdth,WetTipW,Diam,LYb,LYBeta,LYErr,ApexX,ApexY,Contrst,Sharp,Black,White,Edge
291001.1333,291000.0333,487,4.789,21.15,4.789,11.496,2.0792,2.067,2.13E+00,0.9677,-0.434,2.79E-03,2.1563,2.6835,252,181,3,255,107
291601.1333,291600.0333,488,4.726,21.04,4.726,11.368,2.0796,2.0713,2.13E+00,0.9671,-0.4356,3.22E-03,2.1588,2.6802,253,191,2,255,106
292201.1333,292200.0333,489,4.787,21.01,4.787,11.493,2.0798,2.0739,2.13E+00,0.9667,-0.4359,3.52E-03,2.1557,2.676,251,178,4,255,108
292801.1333,292800.0333,490,4.741,21.06,4.741,11.397,2.0792,2.0666,2.13E+00,0.9674,-0.4355,2.79E-03,2.1576,2.6679,253,184,2,255,106
293401.1333,293400.0333,491,4.773,21.05,4.773,11.462,2.079,2.0601,2.13E+00,0.9673,-0.4356,2.89E-03,2.1568,2.6619,251,185,4,255,108
294001.1333,294000.0333,492,4.763,21.05,4.763,11.442,2.079,2.0669,2.13E+00,0.9673,-0.4357,2.96E-03,2.1546,2.6669,253,179,2,255,106
294601.1333,294600.0333,493,4.784,21.04,4.784,11.483,2.0784,2.0654,2.13E+00,0.9674,-0.4358,3.62E-03,2.1555,2.665,252,181,3,255,107
295201.1333,295200.0333,494,4.753,21.04,4.753,11.419,2.0784,2.0634,2.13E+00,0.9675,-0.436,3.21E-03,2.1553,2.6631,253,179,2,255,106
295801.1333,295800.0333,495,4.667,21.05,4.667,11.245,2.0783,2.0586,2.13E+00,0.9676,-0.4359,2.65E-03,2.1526,2.6607,251,183,4,255,108
296401.1333,296400.0333,496,4.74,21.12,4.74,11.391,2.0771,2.0547,2.13E+00,0.9684,-0.4351,2.73E-03,2.1549,2.6575,252,179,3,255,107
297001.1333,297000.0333,497,4.697,21.27,4.697,11.275,2.0684,2.053,2.14E+00,0.9724,-0.4357,2.51E-03,2.164,2.6609,251,180,4,255,108
297601.1333,297600.0333,498,4.771,21.47,4.771,11.406,2.0351,2.0228,2.15E+00,0.976,-0.4348,2.55E-03,2.1707,2.6694,251,180,4,255,108
298201.1333,298200.0333,499,4.787,21.41,4.787,11.436,2.0342,2.0222,2.15E+00,0.976,-0.436,2.83E-03,2.1733,2.666,251,183,4,255,108
298801.1333,298800.0333,500,4.8,21.48,4.8,11.459,2.0335,2.0232,2.15E+00,0.9766,-0.4351,2.64E-03,2.1727,2.6688,249,179,6,255,109
299401.1333,299400.0333,501,4.815,21.44,4.815,11.495,2.0348,2.02E+00,2.15E+00,0.9758,-0.4353,3.01E-03,2.1717,2.6668,251,179,4,255,108
