:************************
:    TREND DATA FILE
:************************
DATE,TIME,Julabo_Ext_PV,WEITGHT(g),BALANCE POSITION,Now Pressure(kPa)
7/16/2019,19:30:00,60.0,13.949176910932055,2.0,1333.3333
7/16/2019,19:32:00,60.0,13.94938569717428,2.0,1333.3333
7/16/2019,19:34:00,60.0,13.949589165940766,2.0,1333.3333
7/16/2019,19:36:00,60.0,13.949806739982579,2.0,1333.3333
7/16/2019,19:38:00,60.0,13.950112152229543,2.0,1333.3333
7/16/2019,19:40:00,60.0,13.950242084059234,2.0,1333.3333
7/16/2019,19:42:00,60.0,13.950529829050522,2.0,1333.3333
7/16/2019,19:44:00,60.0,13.9506,2.0,1333.3333
7/16/2019,19:46:00,60.0,13.9508950021777,2.0,1333.3333
7/16/2019,19:48:00,60.0,13.951,2.0,1333.3333
7/16/2019,19:50:00,60.0,13.951365173127177,2.0,1333.3333
7/16/2019,19:52:00,60.0,13.951474062176729,2.0,1333.3333
7/16/2019,19:54:00,60.0,13.951582948606271,2.0,1333.3333
7/16/2019,19:56:00,60.0,13.95189173517722,2.0,1333.3333
7/16/2019,19:58:00,60.0,13.952200522648083,2.0,1333.3333
7/16/2019,20:00:00,60.0,13.95230940817771,2.0,1333.3333
7/16/2019,20:02:00,60.0,13.952436596254357,2.0,1333.3333
7/16/2019,20:04:00,60.0,13.952627184624598,2.0,1333.3333
7/16/2019,20:06:00,60.0,13.9527,2.0,1333.3333
7/16/2019,20:08:00,60.0,13.952789922142975,2.0,1333.3333
7/16/2019,20:10:00,60.0,13.953153745644599,2.0,1333.3333
7/16/2019,20:12:00,60.0,13.953262634071978,2.0,1333.3333
7/16/2019,20:14:00,60.0,13.953443042247386,2.0,1333.3333
7/16/2019,20:16:00,60.0,13.953580410518866,2.0,1333.3333
7/16/2019,20:18:00,60.0,13.953689296602787,2.0,1333.3333
7/16/2019,20:20:00,60.0,13.953896373931508,2.0,1333.3333
7/16/2019,20:22:00,60.0,13.954007072466926,2.0,1333.3333
7/16/2019,20:24:00,60.0,13.9541,2.0,1333.3333
7/16/2019,20:26:00,60.0,13.9542,2.0,1333.3333
7/16/2019,20:28:00,60.0,13.95443373985953,2.0,1333.3333
7/16/2019,20:30:00,60.0,13.95454262848432,2.0,1333.3333
7/16/2019,20:32:00,60.0,13.954703027003484,2.0,1333.3333
7/16/2019,20:34:00,60.0,13.9548,2.0,1333.3333
7/16/2019,20:36:00,60.0,13.9548,2.0,1333.3333
7/16/2019,20:38:00,60.0,13.954956565766551,2.0,1333.3333
7/16/2019,20:40:00,60.0,13.955,2.0,1333.3333
7/16/2019,20:42:00,60.0,13.955,2.0,1333.3333
7/16/2019,20:44:00,60.0,13.955305046820557,2.0,1333.3333
7/16/2019,20:46:00,60.0,13.955413932596503,2.0,1333.3333
7/16/2019,20:48:00,60.0,13.955545644599304,2.0,1333.3333
7/16/2019,20:50:00,60.0,13.9557,2.0,1333.3333
7/16/2019,20:52:00,60.0,13.955740701219513,2.0,1333.3333
7/16/2019,20:54:00,60.0,13.95584958893668,2.0,1333.3333
7/16/2019,20:56:00,60.0,13.9559,2.0,1333.3333
7/16/2019,20:58:00,60.0,13.956034937659933,2.0,1333.3333
7/16/2019,21:00:00,60.0,13.956176355618467,2.0,1333.3333
7/16/2019,21:02:00,60.0,13.956285245276856,2.0,1333.3333
7/16/2019,21:04:00,60.0,13.9563,2.0,1333.3333
7/16/2019,21:06:00,60.0,13.95640625,2.0,1333.3333
7/16/2019,21:08:00,60.0,13.9566,2.0,1333.3333
7/16/2019,21:10:00,60.0,13.956620999618881,2.0,1333.3333
7/16/2019,21:12:00,60.0,13.9567,2.0,1333.3333
7/16/2019,21:14:00,60.0,13.9567,2.0,1333.3333
7/16/2019,21:16:00,60.0,13.956795535714285,2.0,1333.3333
7/16/2019,21:18:00,60.0,13.957013311918114,2.0,1333.3333
7/16/2019,21:20:00,60.0,13.9571,2.0,1333.3333
7/16/2019,21:22:00,60.0,13.957174535852344,2.0,1333.3333
7/16/2019,21:24:00,60.0,13.9572,2.0,1333.3333
7/16/2019,21:26:00,60.0,13.957384831491261,2.0,1333.3333
7/16/2019,21:28:00,60.0,13.957401404616725,2.0,1333.3333
7/16/2019,21:30:00,60.0,13.957510290194369,2.0,1333.3333
7/16/2019,21:32:00,60.0,13.9576,2.0,1333.3333
7/16/2019,21:34:00,60.0,13.9576,2.0,1333.3333
7/16/2019,21:36:00,60.0,13.957637162456447,2.0,1333.3333
7/16/2019,21:38:00,60.0,13.957792099961889,2.0,1333.3333
7/16/2019,21:40:00,60.0,13.9579,2.0,1333.3333
7/16/2019,21:42:00,60.0,13.9579,2.0,1333.3333
7/16/2019,21:44:00,60.0,13.957972924266347,2.0,1333.3333
7/16/2019,21:46:00,60.0,13.958,2.0,1333.3333
7/16/2019,21:48:00,60.0,13.958090798715087,2.0,1333.3333
7/16/2019,21:50:00,60.0,13.9581,2.0,1333.3333
7/16/2019,21:52:00,60.0,13.9583,2.0,1333.3333
7/16/2019,21:54:00,60.0,13.9583,2.0,1333.3333
7/16/2019,21:56:00,60.0,13.95832665650351,2.0,1333.3333
7/16/2019,21:58:00,60.0,13.9584,2.0,1333.3333
7/16/2019,22:00:00,60.0,13.958444536396799,2.0,1333.3333
7/16/2019,22:02:00,60.0,13.9585,2.0,1333.3333
7/16/2019,22:04:00,60.0,13.9585,2.0,1333.3333
7/16/2019,22:06:00,60.0,13.958571406794425,2.0,1333.3333
7/16/2019,22:08:00,60.0,13.9586,2.0,1333.3333
7/16/2019,22:10:00,60.0,13.9586,2.0,1333.3333
7/16/2019,22:12:00,60.0,13.9586,2.0,1333.3333
7/16/2019,22:14:00,60.0,13.9588,2.0,1333.3333
7/16/2019,22:16:00,60.0,13.9588,2.0,1333.3333
7/16/2019,22:18:00,60.0,13.9588,2.0,1333.3333
7/16/2019,22:20:00,60.0,13.9588,2.0,1333.3333
7/16/2019,22:22:00,60.0,13.9588,2.0,1333.3333
7/16/2019,22:24:00,60.0,13.958904235627177,2.0,1333.3333
7/16/2019,22:26:00,60.0,13.959,2.0,1333.3333
7/16/2019,22:28:00,60.0,13.959,2.0,1333.3333
7/16/2019,22:30:00,60.0,13.959157970383275,2.0,1333.3333
7/16/2019,22:32:00,60.0,13.9592,2.0,1333.3333
7/16/2019,22:34:00,60.0,13.9592,2.0,1333.3333
7/16/2019,22:36:00,60.0,13.95920596657412,2.0,1333.3333
7/16/2019,22:38:00,60.0,13.9593,2.0,1333.3333
7/16/2019,22:40:00,60.0,13.9593,2.0,1333.3333
7/16/2019,22:42:00,60.0,13.9593,2.0,1333.3333
7/16/2019,22:44:00,60.0,13.959341819567703,2.0,1333.3333
7/16/2019,22:46:00,60.0,13.9594,2.0,1333.3333
7/16/2019,22:48:00,60.0,13.9594,2.0,1333.3333
7/16/2019,22:50:00,60.0,13.9594,2.0,1333.3333
7/16/2019,22:52:00,60.0,13.959555357142857,2.0,1333.3333
7/16/2019,22:54:00,60.0,13.9596,2.0,1333.3333
7/16/2019,22:56:00,60.0,13.9596,2.0,1333.3333
7/16/2019,22:58:00,60.0,13.9596,2.0,1333.3333
7/16/2019,23:00:00,60.0,13.959613644035498,2.0,1333.3333
7/16/2019,23:02:00,60.0,13.9597,2.0,1333.3333
7/16/2019,23:04:00,60.0,13.9597,2.0,1333.3333
7/16/2019,23:06:00,60.0,13.9597,2.0,1333.3333
7/16/2019,23:08:00,60.0,13.959749501823923,2.0,1333.3333
7/16/2019,23:10:00,60.0,13.9598,2.0,1333.3333
7/16/2019,23:12:00,60.0,13.9598,2.0,1333.3333
7/16/2019,23:14:00,60.0,13.9598,2.0,1333.3333
7/16/2019,23:16:00,60.0,13.9598,2.0,1333.3333
7/16/2019,23:18:00,60.0,13.9598,2.0,1333.3333
7/16/2019,23:20:00,60.0,13.959803446398432,2.0,1333.3333
7/16/2019,23:22:00,60.0,13.9599,2.0,1333.3333
7/16/2019,23:24:00,60.0,13.9599,2.0,1333.3333
7/16/2019,23:26:00,60.0,13.9599,2.0,1333.3333
7/16/2019,23:28:00,60.0,13.9599,2.0,1333.3333
7/16/2019,23:30:00,60.0,13.9599,2.0,1333.3333
7/16/2019,23:32:00,60.0,13.960014579703833,2.0,1333.3333
7/16/2019,23:34:00,60.0,13.9601,2.0,1333.3333
7/16/2019,23:36:00,60.0,13.9601,2.0,1333.3333
7/16/2019,23:38:00,60.0,13.9601,2.0,1333.3333
7/16/2019,23:40:00,60.0,13.9601,2.0,1333.3333
7/16/2019,23:42:00,60.0,13.9601,2.0,1333.3333
7/16/2019,23:44:00,60.0,13.960111237545599,2.0,1333.3333
7/16/2019,23:46:00,60.0,13.9602,2.0,1333.3333
7/16/2019,23:48:00,60.0,13.9602,2.0,1333.3333
7/16/2019,23:50:00,60.0,13.9602,2.0,1333.3333
7/16/2019,23:52:00,60.0,13.9602,2.0,1333.3333
7/16/2019,23:54:00,60.0,13.9602,2.0,1333.3333
7/16/2019,23:56:00,60.0,13.9602,2.0,1333.3333
7/16/2019,23:58:00,60.0,13.9602,2.0,1333.3333
7/17/2019,0:00:00,60.0,13.960283056568846,2.0,1333.3333
7/17/2019,0:02:00,60.0,13.9603,2.0,1333.3333
7/17/2019,0:04:00,60.0,13.9603,2.0,1333.3333
7/17/2019,0:06:00,60.0,13.9603,2.0,1333.3333
7/17/2019,0:08:00,60.0,13.9603,2.0,1333.3333
7/17/2019,0:10:00,60.0,13.9603,2.0,1333.3333
7/17/2019,0:12:00,60.0,13.9603,2.0,1333.3333
7/17/2019,0:14:00,60.0,13.9603,2.0,1333.3333
7/17/2019,0:16:00,60.0,13.9603,2.0,1333.3333
7/17/2019,0:18:00,60.0,13.9603,2.0,1333.3333
7/17/2019,0:20:00,60.0,13.9603,2.0,1333.3333
7/17/2019,0:22:00,60.0,13.96046391354059,2.0,1333.3333
7/17/2019,0:24:00,60.0,13.9605,2.0,1333.3333
7/17/2019,0:26:00,60.0,13.9605,2.0,1333.3333
7/17/2019,0:28:00,60.0,13.9605,2.0,1333.3333
7/17/2019,0:30:00,60.0,13.9605,2.0,1333.3333
7/17/2019,0:32:00,60.0,13.9605,2.0,1333.3333
7/17/2019,0:34:00,60.0,13.9605,2.0,1333.3333
7/17/2019,0:36:00,60.0,13.9605,2.0,1333.3333
7/17/2019,0:38:00,60.0,13.9605,2.0,1333.3333
7/17/2019,0:40:00,60.0,13.9605,2.0,1333.3333
7/17/2019,0:42:00,60.0,13.9605,2.0,1333.3333
7/17/2019,0:44:00,60.0,13.9605,2.0,1333.3333
7/17/2019,0:46:00,60.0,13.9605,2.0,1333.3333
7/17/2019,0:48:00,60.0,13.96059883486688,2.0,1333.3333
7/17/2019,0:50:00,60.0,13.9606,2.0,1333.3333
7/17/2019,0:52:00,60.0,13.9606,2.0,1333.3333
7/17/2019,0:54:00,60.0,13.9606,2.0,1333.3333
7/17/2019,0:56:00,60.0,13.9606,2.0,1333.3333
7/17/2019,0:58:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:00:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:02:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:04:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:06:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:08:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:10:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:12:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:14:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:16:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:18:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:20:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:22:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:24:00,60.0,13.9606,2.0,1333.3333
7/17/2019,1:26:00,60.0,13.960669760984374,2.0,1333.3333
7/17/2019,1:28:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:30:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:32:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:34:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:36:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:38:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:40:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:42:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:44:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:46:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:48:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:50:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:52:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:54:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:56:00,60.0,13.9607,2.0,1333.3333
7/17/2019,1:58:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:00:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:02:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:04:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:06:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:08:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:10:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:12:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:14:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:16:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:18:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:20:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:22:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:24:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:26:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:28:00,60.0,13.9607,2.0,1333.3333
7/17/2019,2:30:00,60.0,13.9608153481788,2.0,1333.3333
7/17/2019,2:32:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:34:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:36:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:38:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:40:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:42:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:44:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:46:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:48:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:50:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:52:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:54:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:56:00,60.0,13.9609,2.0,1333.3333
7/17/2019,2:58:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:00:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:02:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:04:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:06:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:08:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:10:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:12:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:14:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:16:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:18:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:20:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:22:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:24:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:26:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:28:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:30:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:32:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:34:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:36:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:38:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:40:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:42:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:44:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:46:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:48:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:50:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:52:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:54:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:56:00,60.0,13.9609,2.0,1333.3333
7/17/2019,3:58:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:00:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:02:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:04:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:06:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:08:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:10:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:12:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:14:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:16:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:18:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:20:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:22:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:24:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:26:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:28:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:30:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:32:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:34:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:36:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:38:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:40:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:42:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:44:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:46:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:48:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:50:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:52:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:54:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:56:00,60.0,13.9609,2.0,1333.3333
7/17/2019,4:58:00,60.0,13.9609,2.0,1333.3333
7/17/2019,5:00:00,60.0,13.9609,2.0,1333.3333
7/17/2019,5:02:00,60.0,13.9609,2.0,1333.3333
7/17/2019,5:04:00,60.0,13.9609,2.0,1333.3333
